Event	ID	Name			Wwise Object Path	Notes
	65214797	knight_happy			\Default Work Unit\characters\knight\dialogue\knight_happy	
	243093414	princess_crazy			\Default Work Unit\characters\princess\princess_crazy	
	243922131	princess_super_happy			\Default Work Unit\characters\princess\princess_super_happy	
	345316820	quest_finished_positive_rep			\Default Work Unit\ui\quest_finished_positive_rep	
	347213686	knight_overreact_perfect			\Default Work Unit\characters\knight\combat\knight_overreact_perfect	
	452147236	dialogue_b_icon_pop			\Default Work Unit\ui\dialogue_b_icon_pop	
	521065176	ranged_walk			\Default Work Unit\characters\enemies\ranged (big troll type)\ranged_walk	
	523500532	peasant_happy			\Default Work Unit\characters\peasant\peasant_happy	
	533425982	peasant_scared			\Default Work Unit\characters\peasant\peasant_scared	
	606936541	sword_funny			\Default Work Unit\characters\talking_sword\sword_funny	
	712766695	ranged_aggro			\Default Work Unit\characters\enemies\ranged (big troll type)\ranged_aggro	
	808206829	ranged_throw			\Default Work Unit\characters\enemies\ranged (big troll type)\ranged_throw	
	808353447	ranged_death			\Default Work Unit\characters\enemies\ranged (big troll type)\ranged_death	
	811499618	knight_loose_rep_combo			\Default Work Unit\characters\knight\combat\knight_loose_rep_combo	
	858763478	knight_walk			\Default Work Unit\characters\knight\combat\knight_walk	
	927120996	ranged_attacked			\Default Work Unit\characters\enemies\ranged (big troll type)\ranged_attacked	
	1040073673	princess_whimpy			\Default Work Unit\characters\princess\princess_whimpy	
	1107160974	sword_angry			\Default Work Unit\characters\talking_sword\sword_angry	
	1109250972	ranged_take_out_throwing_object			\Default Work Unit\characters\enemies\ranged (big troll type)\ranged_take_out_throwing_object	
	1126582737	melee_walk			\Default Work Unit\characters\enemies\melee (merman type)\melee_walk	
	1144071286	sword_explanatory			\Default Work Unit\characters\talking_sword\sword_explanatory	
	1194678982	start_hub_ambience			\Default Work Unit\ambience\start_hub_ambience	
	1211663631	knight_taunt			\Default Work Unit\characters\knight\combat\knight_taunt	
	1302570184	melee_death			\Default Work Unit\characters\enemies\melee (merman type)\melee_death	
	1353242594	melee_attack			\Default Work Unit\characters\enemies\melee (merman type)\melee_attack	
	1506181365	suicide_walk			\Default Work Unit\characters\enemies\suicide (goblin type)\suicide_walk	
	1571174434	peasany_neutral			\Default Work Unit\characters\peasant\peasany_neutral	
	1622433389	knight_loose_rep_small			\Default Work Unit\characters\knight\combat\knight_loose_rep_small	
	1662770141	knight_grumpy			\Default Work Unit\characters\knight\dialogue\knight_grumpy	
	1724924593	play_button_pressed			\Default Work Unit\ui\play_button_pressed	
	1755187636	sword_neutral			\Default Work Unit\characters\talking_sword\sword_neutral	
	1977734585	dialogue_a_speech_bubble_pop			\Default Work Unit\ui\dialogue_a_speech_bubble_pop	
	1979443032	knight_angry			\Default Work Unit\characters\knight\dialogue\knight_angry	
	2030745530	princess_super_crazy			\Default Work Unit\characters\princess\princess_super_crazy	
	2094344081	start_world_1_ambience			\Default Work Unit\ambience\start_world_1_ambience	
	2128741919	sword_happy			\Default Work Unit\characters\talking_sword\sword_happy	
	2368097906	knight_neutral			\Default Work Unit\characters\knight\dialogue\knight_neutral	
	2407001957	princess_super_sad			\Default Work Unit\characters\princess\princess_super_sad	
	2546070204	suicide_aggro			\Default Work Unit\characters\enemies\suicide (goblin type)\suicide_aggro	
	2559993417	suicide_taunted			\Default Work Unit\characters\enemies\suicide (goblin type)\suicide_taunted	
	2622170653	melee_taunted			\Default Work Unit\characters\enemies\melee (merman type)\melee_taunted	
	2718181953	knight_overreact_ok			\Default Work Unit\characters\knight\combat\knight_overreact_ok	
	2762792623	quest_initiated			\Default Work Unit\ui\quest_initiated	
	2766539005	melee_attacked			\Default Work Unit\characters\enemies\melee (merman type)\melee_attacked	
	2861092040	peasant_death			\Default Work Unit\characters\peasant\peasant_death	
	2871045976	melee_aggro			\Default Work Unit\characters\enemies\melee (merman type)\melee_aggro	
	2964915621	peasant_crazy			\Default Work Unit\characters\peasant\peasant_crazy	
	2965945301	knight_attack			\Default Work Unit\characters\knight\combat\knight_attack	
	3079006194	suicide_scared			\Default Work Unit\characters\enemies\suicide (goblin type)\suicide_scared	
	3149292963	normal_button_backwards_pressed			\Default Work Unit\ui\normal_button_backwards_pressed	
	3197778154	peasant_sad			\Default Work Unit\characters\peasant\peasant_sad	
	3232260158	ranged_taunted			\Default Work Unit\characters\enemies\ranged (big troll type)\ranged_taunted	
	3399734492	suicide_death			\Default Work Unit\characters\enemies\suicide (goblin type)\suicide_death	
	3407172842	normal_button_forward_pressed			\Default Work Unit\ui\normal_button_forward_pressed	
	3435211054	melee_charge			\Default Work Unit\characters\enemies\melee (merman type)\melee_charge	
	3522226745	quests_finished_negative_rep			\Default Work Unit\ui\quests_finished_negative_rep	
	3567400730	knight_loose_rep_big			\Default Work Unit\characters\knight\combat\knight_loose_rep_big	
	3646683889	suicide_attacked			\Default Work Unit\characters\enemies\suicide (goblin type)\suicide_attacked	
	3648302173	peasant_angry			\Default Work Unit\characters\peasant\peasant_angry	
	3866354088	knight_gain_rep			\Default Work Unit\characters\knight\combat\knight_gain_rep	
	4105479982	knight_overreact_great			\Default Work Unit\characters\knight\combat\knight_overreact_great	
	4177902087	peasant_random			\Default Work Unit\characters\peasant\peasant_random	
	4198655567	world_transition			\Default Work Unit\ui\world_transition	
	4207348505	princess_sad			\Default Work Unit\characters\princess\princess_sad	
	4292061055	princess_happy			\Default Work Unit\characters\princess\princess_happy	

Switch Group	ID	Name			Wwise Object Path	Notes
	2385628198	footsteps			\Default Work Unit\footsteps	

Switch	ID	Name	Switch Group			Notes
	1216965916	stone	footsteps			
	2058049674	wood	footsteps			
	2195636714	dirt	footsteps			
	4248645337	grass	footsteps			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	313229235	grass_boots_11	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\grass_boots_11_2D29D893.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\knight_footsteps\knight_footsteps\grass\grass_boots_11		29906
	318758162	melee mob charge	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\melee mob charge_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemies\melee (merman type)\melee_charge\melee mob charge		64224
	327612636	troll_taunted-04	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\troll_taunted-04_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemies\ranged (big troll type)\ranged_taunted\troll_taunted-04		249572
	327786233	knight_overreact_ok-03	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\knight_overreact_ok-03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\combat\knight_overreact_ok\knight_overreact_ok-03		222988
	331649889	knight happy	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\knight happy_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\dialogue\knight_happy\knight happy		48864
	336089542	knight loose rep small	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\knight loose rep small_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\combat\knight_loose_rep_small\knight loose rep small		66624
	342691530	troll_getting_hit-09	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\troll_getting_hit-09_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemies\ranged (big troll type)\ranged_attacked\troll_getting_hit-09		73292
	343360110	sword_clang_5	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\sword_clang_5_23977203.wem		\Actor-Mixer Hierarchy\Default Work Unit\ui\regular_button\sword_clang\sword_clang_5		57100
	358081842	grass_boots_5	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\grass_boots_5_6D469EA2.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\knight_footsteps\knight_footsteps\grass\grass_boots_5		34618
	360766684	knight_overreact_great-04	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\knight_overreact_great-04_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\combat\knight_overreact_great\knight_overreact_great-04		313012
	363355368	sword_clang_3	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\sword_clang_3_34727E2F.wem		\Actor-Mixer Hierarchy\Default Work Unit\ui\regular_button\sword_clang\sword_clang_3		55568
	373366684	chicken_2	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\chicken_2_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\ambience\hub_world\chicken\chicken_2		1299520
	390459741	knight_taunt-02	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\knight_taunt-02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\combat\knight_taunt\knight_taunt-02		190840
	392112213	troll_taunted-01	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\troll_taunted-01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemies\ranged (big troll type)\ranged_taunted\troll_taunted-01		245752
	398039627	chicken_1	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\chicken_1_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\ambience\hub_world\chicken\chicken_1		185140
	399499201	pallet_boots_9	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\pallet_boots_9_D612F63A.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\knight_footsteps\knight_footsteps\wood\pallet\pallet_boots_9		30044
	401720470	armor_rustle_5	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\armor_rustle_5_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\knight_footsteps\armor\armor_rustle_5		15238
	404285835	stone_boots_2	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\stone_boots_2_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\knight_footsteps\knight_footsteps\stone\stone_boots_2		37472
	406920423	sword_clang_1	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\sword_clang_1_1554DB81.wem		\Actor-Mixer Hierarchy\Default Work Unit\ui\regular_button\sword_clang\sword_clang_1		62500
	410496600	suicide mob aggro	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\suicide mob aggro_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemies\suicide (goblin type)\suicide_aggro\suicide mob aggro		74304
	414694016	knight_taunt-03	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\knight_taunt-03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\combat\knight_taunt\knight_taunt-03		175684
	421621819	chicken_6	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\chicken_6_727245D8.wem		\Actor-Mixer Hierarchy\Default Work Unit\ambience\hub_world\chicken\chicken_6		246004
	422809059	knight_attack_1	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\knight_attack_1_83F04277.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\combat\knight_attack\knight_attack_1		65604
	430189029	wooden_floor_boots_1	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\wooden_floor_boots_1_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\knight_footsteps\knight_footsteps\wood\wooden_floor\wooden_floor_boots_1		26860
	431503447	metal_hammer_4	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\metal_hammer_4_248FFFC4.wem		\Actor-Mixer Hierarchy\Default Work Unit\ambience\hub_world\metal_hammer_smith\metal_hammer_4		140060
	435034384	dirt_boots_4	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\dirt_boots_4_C87B43A4.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\knight_footsteps\knight_footsteps\dirt\dirt_boots_4		31510
	438156437	knight_overreact_great-03	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\knight_overreact_great-03_EF6B5D25.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\combat\knight_overreact_great\knight_overreact_great-03		270644
	439182982	knight_attack_15	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\knight_attack_15_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\combat\knight_attack\knight_attack_15		47948
	441655860	troll_getting_hit-04	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\troll_getting_hit-04_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemies\ranged (big troll type)\ranged_attacked\troll_getting_hit-04		106312
	444131568	troll_throwing_object-03	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\troll_throwing_object-03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemies\ranged (big troll type)\ranged_throw_object\troll_throwing_object-03		404676
	449085477	troll_aggro-02	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\troll_aggro-02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemies\ranged (big troll type)\ranged_aggro\troll_aggro-02		98364
	451790132	stone_boots_8	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\stone_boots_8_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\knight_footsteps\knight_footsteps\stone\stone_boots_8		30658
	457846459	fishman_aggro-04	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\fishman_aggro-04_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemies\melee (merman type)\melee_aggro\fishman_aggro-04		180012
	465233404	fishman_death-02	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\fishman_death-02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemies\melee (merman type)\melee_death\fishman_death-02		175780
	470132707	bird sound forest loop	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\bird sound forest loop_4B8CC0C5.wem		\Actor-Mixer Hierarchy\Default Work Unit\ambience\quest world 1\world_1\bird sound forest loop		8443960
	479303446	knight_attack_4	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\knight_attack_4_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\combat\knight_attack\knight_attack_4		50444
	490641647	armor_rustle_2	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\armor_rustle_2_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\knight_footsteps\armor\armor_rustle_2		33932
	495090269	armor_rustle_6	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\armor_rustle_6_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\knight_footsteps\armor\armor_rustle_6		34588
	498212599	fishman_attack-01	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\fishman_attack-01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemies\melee (merman type)\melee_attack\fishman_attack-01		113620
	512767770	knight loose rep big	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\knight loose rep big_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\combat\knight_loose_rep_big\knight loose rep big		63744
	521700148	dirt_boots_8	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\dirt_boots_8_A63BADC8.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\knight_footsteps\knight_footsteps\dirt\dirt_boots_8		31806
	541441542	grass_boots_3	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\grass_boots_3_11A2C35D.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\knight_footsteps\knight_footsteps\grass\grass_boots_3		29232
	544585358	footsteps grass	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\footsteps grass_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemies\suicide (goblin type)\suicide_footsteps\grass\footsteps grass		43744
	545142510	grass_boots_8	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\grass_boots_8_335E2D45.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\knight_footsteps\knight_footsteps\grass\grass_boots_8		34960
	568087625	knight_attack_12	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\knight_attack_12_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\combat\knight_attack\knight_attack_12		58012
	568414374	wooden_floor_boots_6	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\wooden_floor_boots_6_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\knight_footsteps\knight_footsteps\wood\wooden_floor\wooden_floor_boots_6		34380
	570622057	knight loose rep combo	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\knight loose rep combo_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\combat\knight_loose_rep_combo\knight loose rep combo		67904
	577411855	fishman_attack-05	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\fishman_attack-05_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemies\melee (merman type)\melee_attack\fishman_attack-05		142460
	582887910	grass_boots_2	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\grass_boots_2_1B2A7C4F.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\knight_footsteps\knight_footsteps\grass\grass_boots_2		32234
	597281457	troll_getting_hit-03	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\troll_getting_hit-03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemies\ranged (big troll type)\ranged_attacked\troll_getting_hit-03		99640
	603034145	armor_rustle_3	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\armor_rustle_3_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\knight_footsteps\armor\armor_rustle_3		39798
	612491121	horse_whine_1	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\horse_whine_1_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\ambience\hub_world\horse\horse_whine_1		392984
	613801491	knight_attack_11	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\knight_attack_11_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\combat\knight_attack\knight_attack_11		47072
	628738359	fishman_attack-02	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\fishman_attack-02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemies\melee (merman type)\melee_attack\fishman_attack-02		87184
	644530306	grass_boots_10	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\grass_boots_10_8999C439.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\knight_footsteps\knight_footsteps\grass\grass_boots_10		31746
	645290302	dirt_boots_3	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\dirt_boots_3_AEE7FDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\knight_footsteps\knight_footsteps\dirt\dirt_boots_3		33216
	648966708	grass_boots_7	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\grass_boots_7_AD05E00B.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\knight_footsteps\knight_footsteps\grass\grass_boots_7		33488
	652171083	troll_taking_throwing-07	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\troll_taking_throwing-07_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemies\ranged (big troll type)\ranged_take_throwing\troll_taking_throwing-07		285028
	652798770	knight_attack_8	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\knight_attack_8_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\combat\knight_attack\knight_attack_8		63212
	654972831	stone_boots_4	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\stone_boots_4_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\knight_footsteps\knight_footsteps\stone\stone_boots_4		30614
	659171208	knight_attack_10	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\knight_attack_10_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\combat\knight_attack\knight_attack_10		72004
	659784663	pallet_boots_4	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\pallet_boots_4_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\knight_footsteps\knight_footsteps\wood\pallet\pallet_boots_4		30526
	666533575	dirt_boots_5	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\dirt_boots_5_0085E664.wem		\Actor-Mixer Hierarchy\Default Work Unit\knight\knight_footsteps\knight_footsteps\dirt\dirt_boots_5		32796
	670256923	troll_death-04	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\troll_death-04_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemies\ranged (big troll type)\ranged_death\troll_death-04		281244
	671123052	crowd_loop_1	C:\Users\nelkj\OneDrive\Dokumenter\Work\DADIU\Graduation Game Team 4\ChivalryIsDead\ChivalryIsDead\wwise project chivalry\.cache\Windows\SFX\crowd_loop_1_4B8CC0C5.wem		\Actor-Mixer Hierarchy\Default Work Unit\ambience\hub_world\crowd_loop_1		8832064
